window,turbine_id,section,baseline,model,mode,scope,lead_start,lead_end,label,n,mae,rmse,bias,nmae,nrmse,nbias,sde,fit_a,fit_b,skill_pct,pinball_mean,coverage_p10_p90
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,all,1,48,left,1440,0.207634,0.263091,0.102722,0.207634,0.263091,0.102722,0.242209,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h1-24,1,24,left,720,0.198871,0.253304,0.098953,0.198871,0.253304,0.098953,0.233177,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h25-48,25,48,left,720,0.216397,0.272526,0.106491,0.216397,0.272526,0.106491,0.250859,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,all,1,48,left,1321,0.212670,0.267987,0.101343,0.212670,0.267987,0.101343,0.248086,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h1-24,1,24,left,661,0.203204,0.257928,0.096415,0.203204,0.257928,0.096415,0.239230,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h25-48,25,48,left,660,0.222150,0.277697,0.106279,0.222150,0.277697,0.106279,0.256554,0.372000,9.085000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,all,all,1,48,left,1440,0.213107,0.271474,0.122936,0.213107,0.271474,0.122936,0.242043,0.367000,7.595000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,all,h1-24,1,24,left,720,0.203179,0.256993,0.127120,0.203179,0.256993,0.127120,0.223351,0.367000,7.595000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,all,h25-48,25,48,left,720,0.223034,0.285221,0.118751,0.223034,0.285221,0.118751,0.259325,0.367000,7.595000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,all,1,48,left,1321,0.207942,0.266105,0.109891,0.207942,0.266105,0.109891,0.242355,0.367000,7.595000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,h1-24,1,24,left,661,0.195244,0.248021,0.112419,0.195244,0.248021,0.112419,0.221080,0.367000,7.595000,,,
Jan 2026,T1,honest,previous_runs_refit_curve,icon_global,weather_explainable,h25-48,25,48,left,660,0.220659,0.283061,0.107359,0.220659,0.283061,0.107359,0.261912,0.367000,7.595000,,,
Jan 2026,T1,honest,same_hour_yesterday,,all,all,1,48,left,1440,0.390516,0.507609,-0.012694,0.390516,0.507609,-0.012694,0.507450,,,,,
Jan 2026,T1,honest,same_hour_yesterday,,all,h1-24,1,24,left,720,0.391190,0.509012,-0.019236,0.391190,0.509012,-0.019236,0.508649,,,,,
Jan 2026,T1,honest,same_hour_yesterday,,all,h25-48,25,48,left,720,0.389843,0.506202,-0.006153,0.389843,0.506202,-0.006153,0.506165,,,,,
Jan 2026,T1,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1321,0.395553,0.510608,-0.036564,0.395553,0.510608,-0.036564,0.509297,,,,,
Jan 2026,T1,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,661,0.396021,0.511936,-0.043696,0.396021,0.511936,-0.043696,0.510067,,,,,
Jan 2026,T1,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,660,0.395083,0.509274,-0.029422,0.395083,0.509274,-0.029422,0.508424,,,,,
Jan 2026,T1,honest,zero,,all,all,1,48,left,1440,0.313185,0.459050,-0.313185,0.313185,0.459050,-0.313185,0.335622,,,,,
Jan 2026,T1,honest,zero,,all,h1-24,1,24,left,720,0.310109,0.456602,-0.310109,0.310109,0.456602,-0.310109,0.335138,,,,,
Jan 2026,T1,honest,zero,,all,h25-48,25,48,left,720,0.316262,0.461486,-0.316262,0.316262,0.461486,-0.316262,0.336077,,,,,
Jan 2026,T1,honest,zero,,weather_explainable,all,1,48,left,1321,0.332566,0.476959,-0.332566,0.332566,0.476959,-0.332566,0.341891,,,,,
Jan 2026,T1,honest,zero,,weather_explainable,h1-24,1,24,left,661,0.329115,0.474243,-0.329115,0.329115,0.474243,-0.329115,0.341452,,,,,
Jan 2026,T1,honest,zero,,weather_explainable,h25-48,25,48,left,660,0.336023,0.479664,-0.336023,0.336023,0.479664,-0.336023,0.342296,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,all,all,1,48,left,1330,0.289676,0.392223,-0.252655,0.289676,0.392223,-0.252655,0.300007,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,all,h1-24,1,24,left,665,0.296040,0.397844,-0.258792,0.296040,0.397844,-0.258792,0.302169,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,all,h25-48,25,48,left,665,0.283311,0.386520,-0.246518,0.283311,0.386520,-0.246518,0.297703,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,all,1,48,left,1182,0.307127,0.408616,-0.290547,0.307127,0.408616,-0.290547,0.287315,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h1-24,1,24,left,591,0.314383,0.414705,-0.297593,0.314383,0.414705,-0.297593,0.288823,,,,,
Feb 2024,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h25-48,25,48,left,591,0.299871,0.402436,-0.283502,0.299871,0.402436,-0.283502,0.285625,,,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,all,all,1,48,left,1330,0.205735,0.278295,-0.066624,0.205735,0.278295,-0.066624,0.270203,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,all,h1-24,1,24,left,665,0.209671,0.282614,-0.071336,0.209671,0.282614,-0.071336,0.273463,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,all,h25-48,25,48,left,665,0.201799,0.273908,-0.061911,0.201799,0.273908,-0.061911,0.266820,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,all,1,48,left,1182,0.196288,0.264619,-0.103316,0.196288,0.264619,-0.103316,0.243617,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h1-24,1,24,left,591,0.200739,0.269730,-0.108803,0.200739,0.269730,-0.108803,0.246812,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h25-48,25,48,left,591,0.191837,0.259408,-0.097829,0.191837,0.259408,-0.097829,0.240254,1.105159,1.361926,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,all,all,1,48,left,1330,0.209117,0.271341,-0.041434,0.209117,0.271341,-0.041434,0.268159,0.652000,5.850000,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,665,0.212544,0.274912,-0.046065,0.212544,0.274912,-0.046065,0.271025,0.652000,5.850000,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,665,0.205690,0.267722,-0.036803,0.205690,0.267722,-0.036803,0.265181,0.652000,5.850000,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1182,0.198612,0.256652,-0.077919,0.198612,0.256652,-0.077919,0.244538,0.652000,5.850000,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,591,0.202430,0.260876,-0.083333,0.202430,0.260876,-0.083333,0.247208,0.652000,5.850000,,,
Feb 2024,T2,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,591,0.194793,0.252357,-0.072504,0.194793,0.252357,-0.072504,0.241717,0.652000,5.850000,,,
Feb 2024,T2,ceiling,perfect_wind,,all,all,1,48,left,1330,0.037203,0.057725,0.005705,0.037203,0.057725,0.005705,0.057443,,,,,
Feb 2024,T2,ceiling,perfect_wind,,all,h1-24,1,24,left,665,0.036979,0.057637,0.004965,0.036979,0.057637,0.004965,0.057422,,,,,
Feb 2024,T2,ceiling,perfect_wind,,all,h25-48,25,48,left,665,0.037426,0.057814,0.006444,0.037426,0.057814,0.006444,0.057454,,,,,
Feb 2024,T2,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1182,0.029664,0.037164,-0.005778,0.029664,0.037164,-0.005778,0.036712,,,,,
Feb 2024,T2,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,591,0.029449,0.037041,-0.006573,0.029449,0.037041,-0.006573,0.036453,,,,,
Feb 2024,T2,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,591,0.029880,0.037287,-0.004982,0.029880,0.037287,-0.004982,0.036952,,,,,
Feb 2024,T2,honest,constant_median,,all,all,1,48,left,1330,0.334232,0.414819,-0.171970,0.334232,0.414819,-0.171970,0.377493,,,,,
Feb 2024,T2,honest,constant_median,,all,h1-24,1,24,left,665,0.337902,0.417766,-0.179471,0.337902,0.417766,-0.179471,0.377252,,,,,
Feb 2024,T2,honest,constant_median,,all,h25-48,25,48,left,665,0.330561,0.411850,-0.164469,0.330561,0.411850,-0.164469,0.377586,,,,,
Feb 2024,T2,honest,constant_median,,weather_explainable,all,1,48,left,1182,0.357580,0.435831,-0.207692,0.357580,0.435831,-0.207692,0.383161,,,,,
Feb 2024,T2,honest,constant_median,,weather_explainable,h1-24,1,24,left,591,0.361614,0.438954,-0.216248,0.361614,0.438954,-0.216248,0.381991,,,,,
Feb 2024,T2,honest,constant_median,,weather_explainable,h25-48,25,48,left,591,0.353545,0.432685,-0.199137,0.353545,0.432685,-0.199137,0.384137,,,,,
Feb 2024,T2,honest,madsen_new_reference,,all,all,1,48,left,1330,0.319250,0.361785,-0.038252,0.319250,0.361785,-0.038252,0.359757,,,,,
Feb 2024,T2,honest,madsen_new_reference,,all,h1-24,1,24,left,665,0.299080,0.343588,-0.037690,0.299080,0.343588,-0.037690,0.341514,,,,,
Feb 2024,T2,honest,madsen_new_reference,,all,h25-48,25,48,left,665,0.339421,0.379110,-0.038814,0.339421,0.379110,-0.038814,0.377118,,,,,
Feb 2024,T2,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1182,0.330839,0.373356,-0.069461,0.330839,0.373356,-0.069461,0.366838,,,,,
Feb 2024,T2,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,591,0.311269,0.355164,-0.065463,0.311269,0.355164,-0.065463,0.349078,,,,,
Feb 2024,T2,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,591,0.350410,0.390702,-0.073458,0.350410,0.390702,-0.073458,0.383734,,,,,
Feb 2024,T2,honest,month_hour_climatology,,all,all,1,48,left,1330,0.338525,0.379156,-0.047019,0.338525,0.379156,-0.047019,0.376229,,,,,
Feb 2024,T2,honest,month_hour_climatology,,all,h1-24,1,24,left,665,0.339710,0.380477,-0.053849,0.339710,0.380477,-0.053849,0.376647,,,,,
Feb 2024,T2,honest,month_hour_climatology,,all,h25-48,25,48,left,665,0.337340,0.377830,-0.040189,0.337340,0.377830,-0.040189,0.375686,,,,,
Feb 2024,T2,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1182,0.349893,0.390975,-0.082182,0.349893,0.390975,-0.082182,0.382241,,,,,
Feb 2024,T2,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,591,0.351067,0.392319,-0.090027,0.351067,0.392319,-0.090027,0.381850,,,,,
Feb 2024,T2,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,591,0.348720,0.389627,-0.074337,0.348720,0.389627,-0.074337,0.382470,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,all,all,1,48,left,1282,0.369275,0.483731,0.026417,0.369275,0.483731,0.026417,0.483009,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,all,h1-24,1,24,left,641,0.369659,0.482893,0.014912,0.369659,0.482893,0.014912,0.482662,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,all,h25-48,25,48,left,641,0.368890,0.484568,0.037923,0.368890,0.484568,0.037923,0.483082,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1134,0.379381,0.491426,-0.002856,0.379381,0.491426,-0.002856,0.491418,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,567,0.379903,0.490509,-0.016023,0.379903,0.490509,-0.016023,0.490247,,,,,
Feb 2024,T2,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,567,0.378859,0.492342,0.010312,0.378859,0.492342,0.010312,0.492234,,,,,
Feb 2024,T2,honest,zero,,all,all,1,48,left,1330,0.426484,0.569030,-0.426484,0.426484,0.569030,-0.426484,0.376706,,,,,
Feb 2024,T2,honest,zero,,all,h1-24,1,24,left,665,0.433985,0.574540,-0.433985,0.433985,0.574540,-0.433985,0.376501,,,,,
Feb 2024,T2,honest,zero,,all,h25-48,25,48,left,665,0.418982,0.563467,-0.418982,0.418982,0.563467,-0.418982,0.376761,,,,,
Feb 2024,T2,honest,zero,,weather_explainable,all,1,48,left,1182,0.461953,0.599745,-0.461953,0.461953,0.599745,-0.461953,0.382483,,,,,
Feb 2024,T2,honest,zero,,weather_explainable,h1-24,1,24,left,591,0.470513,0.605641,-0.470513,0.470513,0.605641,-0.470513,0.381338,,,,,
Feb 2024,T2,honest,zero,,weather_explainable,h25-48,25,48,left,591,0.453393,0.593789,-0.453393,0.453393,0.593789,-0.453393,0.383433,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,all,all,1,48,left,1332,0.220881,0.328592,-0.150384,0.220881,0.328592,-0.150384,0.292160,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,all,h1-24,1,24,left,666,0.222252,0.329830,-0.152614,0.222252,0.329830,-0.152614,0.292399,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,all,h25-48,25,48,left,666,0.219510,0.327350,-0.148154,0.219510,0.327350,-0.148154,0.291905,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,all,1,48,left,1199,0.221365,0.330662,-0.180477,0.221365,0.330662,-0.180477,0.277066,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h1-24,1,24,left,598,0.223427,0.332444,-0.183393,0.223427,0.332444,-0.183393,0.277283,,,,,
Feb 2025,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h25-48,25,48,left,601,0.219313,0.328879,-0.177575,0.219313,0.328879,-0.177575,0.276819,,,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,all,all,1,48,left,1332,0.199742,0.282278,0.028974,0.199742,0.282278,0.028974,0.280787,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,all,h1-24,1,24,left,666,0.198554,0.281164,0.026580,0.198554,0.281164,0.026580,0.279905,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,all,h25-48,25,48,left,666,0.200929,0.283388,0.031369,0.200929,0.283388,0.031369,0.281646,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,all,1,48,left,1199,0.179967,0.249055,-0.004447,0.179967,0.249055,-0.004447,0.249015,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h1-24,1,24,left,598,0.179064,0.247961,-0.007157,0.179064,0.247961,-0.007157,0.247858,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h25-48,25,48,left,601,0.180866,0.250139,-0.001750,0.180866,0.250139,-0.001750,0.250133,1.119871,1.371292,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,all,all,1,48,left,1332,0.209702,0.282481,0.056728,0.209702,0.282481,0.056728,0.276726,0.666000,5.750000,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,666,0.208347,0.281221,0.054273,0.208347,0.281221,0.054273,0.275935,0.666000,5.750000,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,666,0.211057,0.283735,0.059183,0.211057,0.283735,0.059183,0.277494,0.666000,5.750000,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1199,0.190211,0.250203,0.024506,0.190211,0.250203,0.024506,0.249000,0.666000,5.750000,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,598,0.189083,0.248926,0.021737,0.189083,0.248926,0.021737,0.247976,0.666000,5.750000,,,
Feb 2025,T2,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,601,0.191334,0.251468,0.027262,0.191334,0.251468,0.027262,0.249986,0.666000,5.750000,,,
Feb 2025,T2,ceiling,perfect_wind,,all,all,1,48,left,1332,0.051510,0.125027,0.029962,0.051510,0.125027,0.029962,0.121384,,,,,
Feb 2025,T2,ceiling,perfect_wind,,all,h1-24,1,24,left,666,0.051664,0.125078,0.030090,0.051664,0.125078,0.030090,0.121405,,,,,
Feb 2025,T2,ceiling,perfect_wind,,all,h25-48,25,48,left,666,0.051355,0.124975,0.029835,0.051355,0.124975,0.029835,0.121362,,,,,
Feb 2025,T2,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1199,0.024981,0.034780,0.001044,0.024981,0.034780,0.001044,0.034764,,,,,
Feb 2025,T2,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,598,0.025053,0.034869,0.001026,0.025053,0.034869,0.001026,0.034854,,,,,
Feb 2025,T2,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,601,0.024910,0.034690,0.001062,0.024910,0.034690,0.001062,0.034674,,,,,
Feb 2025,T2,honest,constant_median,,all,all,1,48,left,1332,0.282396,0.355868,-0.080473,0.282396,0.355868,-0.080473,0.346650,,,,,
Feb 2025,T2,honest,constant_median,,all,h1-24,1,24,left,666,0.283821,0.357436,-0.082883,0.283821,0.357436,-0.082883,0.347694,,,,,
Feb 2025,T2,honest,constant_median,,all,h25-48,25,48,left,666,0.280971,0.354293,-0.078063,0.280971,0.354293,-0.078063,0.345586,,,,,
Feb 2025,T2,honest,constant_median,,weather_explainable,all,1,48,left,1199,0.292387,0.368956,-0.101866,0.292387,0.368956,-0.101866,0.354615,,,,,
Feb 2025,T2,honest,constant_median,,weather_explainable,h1-24,1,24,left,598,0.294178,0.370949,-0.105340,0.294178,0.370949,-0.105340,0.355678,,,,,
Feb 2025,T2,honest,constant_median,,weather_explainable,h25-48,25,48,left,601,0.290606,0.366961,-0.098410,0.290606,0.366961,-0.098410,0.353520,,,,,
Feb 2025,T2,honest,madsen_new_reference,,all,all,1,48,left,1332,0.314588,0.353168,0.097776,0.314588,0.353168,0.097776,0.339363,,,,,
Feb 2025,T2,honest,madsen_new_reference,,all,h1-24,1,24,left,666,0.300201,0.343333,0.080179,0.300201,0.343333,0.080179,0.333839,,,,,
Feb 2025,T2,honest,madsen_new_reference,,all,h25-48,25,48,left,666,0.328974,0.362736,0.115372,0.328974,0.362736,0.115372,0.343899,,,,,
Feb 2025,T2,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1199,0.317299,0.356445,0.079551,0.317299,0.356445,0.079551,0.347455,,,,,
Feb 2025,T2,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,598,0.303594,0.347857,0.062973,0.303594,0.347857,0.062973,0.342110,,,,,
Feb 2025,T2,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,601,0.330936,0.364790,0.096046,0.330936,0.364790,0.096046,0.351919,,,,,
Feb 2025,T2,honest,month_hour_climatology,,all,all,1,48,left,1332,0.329979,0.363374,0.119670,0.329979,0.363374,0.119670,0.343103,,,,,
Feb 2025,T2,honest,month_hour_climatology,,all,h1-24,1,24,left,666,0.331256,0.364697,0.118073,0.331256,0.364697,0.118073,0.345054,,,,,
Feb 2025,T2,honest,month_hour_climatology,,all,h25-48,25,48,left,666,0.328701,0.362046,0.121267,0.328701,0.362046,0.121267,0.341133,,,,,
Feb 2025,T2,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1199,0.331037,0.364530,0.098931,0.331037,0.364530,0.098931,0.350849,,,,,
Feb 2025,T2,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,598,0.332246,0.365861,0.096358,0.332246,0.365861,0.096358,0.352943,,,,,
Feb 2025,T2,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,601,0.329833,0.363201,0.101492,0.329833,0.363201,0.101492,0.348733,,,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,all,1,48,left,1332,0.228907,0.296803,0.074022,0.228907,0.296803,0.074022,0.287425,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h1-24,1,24,left,666,0.234458,0.303274,0.076443,0.234458,0.303274,0.076443,0.293482,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h25-48,25,48,left,666,0.223356,0.290188,0.071601,0.223356,0.290188,0.071601,0.281216,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,all,1,48,left,1199,0.212645,0.271611,0.044068,0.212645,0.271611,0.044068,0.268012,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h1-24,1,24,left,598,0.217361,0.278098,0.044763,0.217361,0.278098,0.044763,0.274472,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h25-48,25,48,left,601,0.207953,0.264999,0.043375,0.207953,0.264999,0.043375,0.261425,0.374000,9.310000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,all,all,1,48,left,1332,0.219962,0.278121,0.016019,0.219962,0.278121,0.016019,0.277659,0.389000,7.390000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,all,h1-24,1,24,left,666,0.223177,0.279753,0.022488,0.223177,0.279753,0.022488,0.278848,0.389000,7.390000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,all,h25-48,25,48,left,666,0.216747,0.276479,0.009550,0.216747,0.276479,0.009550,0.276314,0.389000,7.390000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,all,1,48,left,1199,0.211330,0.265610,-0.011428,0.211330,0.265610,-0.011428,0.265364,0.389000,7.390000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,h1-24,1,24,left,598,0.213121,0.265189,-0.006693,0.213121,0.265189,-0.006693,0.265105,0.389000,7.390000,,,
Feb 2025,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,h25-48,25,48,left,601,0.209548,0.266029,-0.016139,0.209548,0.266029,-0.016139,0.265539,0.389000,7.390000,,,
Feb 2025,T2,honest,same_hour_yesterday,,all,all,1,48,left,1326,0.401023,0.521010,0.004598,0.401023,0.521010,0.004598,0.520990,,,,,
Feb 2025,T2,honest,same_hour_yesterday,,all,h1-24,1,24,left,666,0.402060,0.520685,0.005423,0.402060,0.520685,0.005423,0.520657,,,,,
Feb 2025,T2,honest,same_hour_yesterday,,all,h25-48,25,48,left,660,0.399977,0.521337,0.003765,0.399977,0.521337,0.003765,0.521324,,,,,
Feb 2025,T2,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1193,0.410112,0.528548,-0.017237,0.410112,0.528548,-0.017237,0.528267,,,,,
Feb 2025,T2,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,598,0.411711,0.528700,-0.016789,0.411711,0.528700,-0.016789,0.528433,,,,,
Feb 2025,T2,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,595,0.408504,0.528395,-0.017686,0.408504,0.528395,-0.017686,0.528099,,,,,
Feb 2025,T2,honest,zero,,all,all,1,48,left,1332,0.313483,0.467255,-0.313483,0.313483,0.467255,-0.313483,0.346490,,,,,
Feb 2025,T2,honest,zero,,all,h1-24,1,24,left,666,0.315901,0.469631,-0.315901,0.315901,0.469631,-0.315901,0.347505,,,,,
Feb 2025,T2,honest,zero,,all,h25-48,25,48,left,666,0.311066,0.464867,-0.311066,0.311066,0.464867,-0.311066,0.345455,,,,,
Feb 2025,T2,honest,zero,,weather_explainable,all,1,48,left,1199,0.334872,0.487607,-0.334872,0.334872,0.487607,-0.334872,0.354431,,,,,
Feb 2025,T2,honest,zero,,weather_explainable,h1-24,1,24,left,598,0.338356,0.490750,-0.338356,0.338356,0.490750,-0.338356,0.355458,,,,,
Feb 2025,T2,honest,zero,,weather_explainable,h25-48,25,48,left,601,0.331406,0.484460,-0.331406,0.331406,0.484460,-0.331406,0.353372,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,all,all,1,48,left,1440,0.197525,0.293843,-0.151476,0.197525,0.293843,-0.151476,0.251791,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,all,h1-24,1,24,left,720,0.193879,0.289374,-0.146475,0.193879,0.289374,-0.146475,0.249564,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,all,h25-48,25,48,left,720,0.201172,0.298245,-0.156478,0.201172,0.298245,-0.156478,0.253899,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,all,1,48,left,1272,0.205911,0.305010,-0.174607,0.205911,0.305010,-0.174607,0.250087,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h1-24,1,24,left,636,0.201783,0.300134,-0.168945,0.201783,0.300134,-0.168945,0.248068,,,,,
Jan 2026,T2,ceiling,era5_fixed_scada_curve,,weather_explainable,h25-48,25,48,left,636,0.210039,0.309809,-0.180269,0.210039,0.309809,-0.180269,0.251961,,,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,all,all,1,48,left,1440,0.166482,0.237759,0.008396,0.166482,0.237759,0.008396,0.237611,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,all,h1-24,1,24,left,720,0.163926,0.236097,0.011157,0.163926,0.236097,0.011157,0.235833,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,all,h25-48,25,48,left,720,0.169039,0.239409,0.005634,0.169039,0.239409,0.005634,0.239343,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,all,1,48,left,1272,0.158994,0.222990,-0.013857,0.158994,0.222990,-0.013857,0.222559,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h1-24,1,24,left,636,0.156099,0.220982,-0.010730,0.156099,0.220982,-0.010730,0.220722,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_linear_mos_lomo,,weather_explainable,h25-48,25,48,left,636,0.161888,0.224980,-0.016983,0.161888,0.224980,-0.016983,0.224339,1.117893,1.373283,,,
Jan 2026,T2,ceiling,era5_refit_lomo,,all,all,1,48,left,1440,0.174681,0.236677,0.035260,0.174681,0.236677,0.035260,0.234036,0.663000,5.765000,,,
Jan 2026,T2,ceiling,era5_refit_lomo,,all,h1-24,1,24,left,720,0.172504,0.235245,0.038043,0.172504,0.235245,0.038043,0.232148,0.663000,5.765000,,,
Jan 2026,T2,ceiling,era5_refit_lomo,,all,h25-48,25,48,left,720,0.176858,0.238101,0.032476,0.176858,0.238101,0.032476,0.235876,0.663000,5.765000,,,
Jan 2026,T2,ceiling,era5_refit_lomo,,weather_explainable,all,1,48,left,1272,0.167009,0.221642,0.013220,0.167009,0.221642,0.013220,0.221248,0.663000,5.765000,,,
Jan 2026,T2,ceiling,era5_refit_lomo,,weather_explainable,h1-24,1,24,left,636,0.164544,0.219909,0.016371,0.164544,0.219909,0.016371,0.219299,0.663000,5.765000,,,
